time,open,high,low,close,Volume,Volume MA
1769672700,88520,88650,88510,88630,67,33
1769673000,88640,88670,88540,88640,51,35.15
1769673300,88665,88675,88510,88570,52,36
1769673600,88585,88585,88470,88485,59,38.3
1769673900,88405,88445,88190,88220,111,42.85
1769674200,88235,88270,88185,88220,55,43.9
1769674500,88180,88220,88090,88190,48,44.4
1769674800,88210,88275,88175,88275,34,45.15
1769675100,88290,88645,88290,88605,44,46.65
1769675400,88660,88690,88500,88535,170,54.15
1769675700,88430,88460,88390,88425,255,66.5
1769676000,88425,88435,88310,88310,265,79.25
1769676300,88325,88390,88275,88275,93,82.35
1769676600,88160,88205,88140,88195,10,81.85
1769676900,88195,88290,88195,88290,13,80.85
1769677200,88335,88365,88335,88360,7,78.4
1769677500,88370,88370,88250,88300,15,77.5
1769677800,88250,88250,88190,88230,9,75.85
1769678100,88230,88270,88210,88255,14,71.6
1769678400,88210,88250,88200,88240,12,69.2
1769678700,88280,88280,88230,88230,10,66.35
1769679000,88200,88220,88175,88210,33,65.45
1769679300,88215,88320,88175,88300,46,65.15
1769679600,88275,88275,88140,88200,112,67.8
1769679900,88175,88195,88140,88140,14,62.95
1769680200,88135,88150,88060,88085,52,62.8
1769680500,88080,88095,88030,88075,89,64.85
1769680800,88070,88095,88015,88030,54,65.85
1769681100,88015,88135,88015,88120,43,65.8
1769681400,88115,88180,88105,88150,72,60.9
1769681700,88130,88135,88080,88095,11,48.7
1769682000,88095,88175,88085,88085,29,36.9
1769682300,88060,88140,88040,88140,17,33.1
1769682600,88125,88130,88050,88070,45,34.85
1769682900,88100,88130,88100,88120,15,34.95
1769683200,88125,88125,88090,88100,13,35.25
1769683500,88095,88095,87985,88000,34,36.2
1769683800,88055,88190,88055,88165,36,37.55
1769684100,88175,88180,88105,88105,4,37.05
1769684400,88105,88145,88045,88140,21,37.5
1769684700,88140,88220,88120,88220,6,37.3
1769685000,88250,88255,88205,88205,15,36.4
1769685300,88215,88215,88120,88125,12,34.7
1769685600,88145,88190,88000,88000,62,32.2
1769685900,87980,88010,87920,87955,90,36
1769686200,87945,88040,87940,87985,10,33.9
1769686500,88005,88085,87950,88020,54,32.15
1769686800,88030,88035,87940,87940,22,30.55
1769687100,87950,87950,87855,87880,131,34.95
1769687400,87890,87980,87885,87900,83,35.5
1769687700,87945,88015,87920,88015,48,37.35
1769688000,87950,88095,87940,88065,66,39.2
1769688300,88045,88205,88045,88190,86,42.65
1769688600,88190,88190,88165,88175,13,41.05
1769688900,88195,88260,88170,88190,82,44.4
1769689200,88185,88185,88135,88165,33,45.4
1769689500,88160,88165,88080,88095,108,49.1
1769689800,88075,88165,88065,88160,209,57.75
1769690100,88170,88225,88020,88030,72,61.15
1769690400,88025,88175,87990,88160,67,63.45
1769690700,88175,88240,88160,88170,49,65.6
1769691000,88180,88190,88160,88190,5,65.1
1769691300,88140,88300,88140,88300,38,66.4
1769691600,88275,88320,88270,88300,108,68.7
1769691900,88290,88315,88235,88255,65,67.45
1769692200,88230,88280,88230,88265,6,67.25
1769692500,88255,88270,88210,88240,18,65.45
1769692800,88235,88285,88235,88265,10,64.85
1769693100,88240,88280,88230,88265,58,61.2
1769693400,88260,88300,88215,88300,73,60.7
1769693700,88240,88255,88200,88205,54,61
1769694000,88205,88250,88205,88220,56,60.5
1769694300,88225,88245,88195,88215,99,61.15
1769694600,88220,88220,88095,88145,60,63.5
1769694900,88170,88215,88120,88215,36,61.2
1769695200,88240,88265,88105,88115,54,62.25
1769695500,88095,88220,88095,88220,63,60
1769695800,88220,88260,88150,88150,60,52.55
1769696100,88175,88210,88160,88160,89,53.4
1769696400,88200,88200,88125,88125,76,53.85
1769696700,88110,88120,87935,87970,109,56.85
1769697000,87965,88125,87795,87900,410,77.1
1769697300,87875,88105,87700,87980,752,112.8
1769697600,88010,88020,87710,87855,553,135.05
1769697900,87790,88040,87725,87900,329,148.25
1769698200,87930,87940,87515,87580,412,168.55
1769698500,87555,87580,87105,87110,612,198.25
1769698800,87135,87170,86555,86655,749,235.2
1769699100,86695,86695,86165,86210,711,267.85
1769699400,86185,86210,85430,85460,1311,329.75
1769699700,85435,85800,85330,85630,724,363.25
1769700000,85650,85920,85460,85700,415,381.2
1769700300,85690,85730,85500,85585,422,397.35
1769700600,85565,85765,85265,85455,392,413.95
1769700900,85410,85590,85210,85235,236,423.95
1769701200,85225,85225,84560,84680,924,467.45
1769701500,84730,84935,84560,84580,324,480.5
1769701800,84585,85005,84480,84880,292,492.1
1769702100,84920,85275,84865,85070,486,511.95
1769702400,85020,85120,84870,84900,234,519.85
1769702700,84815,84915,84550,84710,248,526.8
1769703000,84655,84910,84610,84855,159,514.25
1769703300,84900,85050,84860,84895,252,489.25
1769703600,84975,85095,84685,84730,195,471.35
1769703900,84710,84815,84580,84580,202,465
1769704200,84715,84780,84390,84550,405,464.65
1769704500,84620,84710,84500,84625,305,449.3
1769704800,84685,84940,84685,84725,243,424
1769705100,84710,85030,84685,84905,249,400.9
1769705400,84960,85125,84890,85105,211,345.9
1769705700,85095,85505,85070,85400,597,339.55
1769706000,85385,85610,85295,85295,475,342.55
1769706300,85295,85340,85165,85200,228,332.85
1769706600,85220,85425,85220,85295,152,320.85
1769706900,85320,85700,85220,85605,461,332.1
1769707200,85650,85735,85350,85370,404,306.1
1769707500,85375,85375,85145,85200,277,303.75
1769707800,85155,85180,85060,85170,106,294.45
1769708100,85225,85265,85015,85045,93,274.8
1769708400,85035,85035,84830,84950,188,272.5
1769708700,84920,84960,84690,84690,209,270.55
1769709000,84685,84935,84420,84420,242,274.7
1769709300,84420,84500,84150,84330,730,298.6
1769709600,84385,84625,84345,84555,196,298.65
1769709900,84650,84695,84500,84610,74,292.25
1769710200,84595,84740,84595,84615,192,281.6
1769710500,84615,84680,84290,84350,359,284.3
1769710800,84365,84370,84030,84095,371,290.7
1769711100,84160,84180,83865,84015,541,305.3
1769711400,83945,84060,83740,83975,433,316.4
1769711700,84010,84230,84000,84025,196,296.35
1769712000,84005,84270,84005,84125,335,289.35
1769712300,84140,84165,83975,84000,112,283.55
1769712600,84055,84055,83525,83645,447,298.3
1769712900,83715,83835,83575,83590,144,282.45
1769713200,83565,83745,83465,83675,209,272.7
1769713500,83645,83800,83605,83755,171,267.4
1769713800,83650,83815,83585,83810,83,266.25
1769714100,83865,84070,83800,83890,544,288.8
1769714400,83945,83980,83650,83650,128,285.8
1769714700,83735,83900,83735,83900,99,280.3
1769715000,83970,84425,83930,84230,580,297.2
1769715300,84205,84290,84120,84140,102,265.8
1769715600,84160,84290,84160,84270,109,261.45
1769715900,84300,84330,84180,84195,49,260.2
1769716200,84205,84255,84085,84200,68,254
1769716500,84270,84275,84065,84085,68,239.45
1769716800,84095,84135,83970,84010,110,226.4
1769717100,84005,84230,83970,84085,64,202.55
1769717400,84085,84120,84020,84040,166,189.2
1769717700,84070,84345,84060,84275,143,186.55
1769718000,84330,84345,84265,84305,38,171.7
1769718300,84280,84330,84135,84135,135,172.85
1769718600,84170,84175,84085,84100,51,153.05
1769718900,84090,84135,83960,84065,106,151.15
1769719200,84100,84300,84055,84240,194,150.4
1769719500,84240,84400,84165,84240,268,155.25
1769719800,84280,84560,84265,84365,331,167.65
1769720100,84385,84480,84210,84410,1217,201.3
1769720400,84375,84500,84360,84490,197,204.75
1769720700,84480,84650,84455,84630,124,206
1769721000,84600,84685,84555,84620,310,192.5
1769721300,84580,84625,84525,84575,156,195.2
1769721600,84575,84615,84425,84475,524,215.95
1769721900,84450,84605,84415,84575,100,218.5
1769722200,84590,84670,84460,84460,194,224.8
1769722500,84515,84670,84515,84590,38,223.3
1769722800,84625,84655,84580,84580,25,219.05
1769723100,84605,84840,84605,84830,65,219.1
1769723400,84770,84795,84670,84765,113,216.45
1769723700,84755,84755,84665,84710,66,212.6
1769727600,84795,84800,84560,84650,281,224.75
1769727900,84645,84740,84630,84650,271,231.55
1769728200,84640,84660,84600,84640,97,233.85
1769728500,84655,84725,84605,84695,118,234.45
1769728800,84705,84785,84690,84770,86,229.05
1769729100,84775,84860,84665,84735,176,224.45
1769729400,84745,84885,84745,84855,206,218.2
1769729700,84870,84910,84840,84885,62,160.45
1769730000,84885,84885,84785,84870,57,153.45
1769730300,84855,84920,84820,84920,53,149.9
1769730600,84920,84920,84840,84890,71,137.95
1769730900,84905,84905,84830,84830,38,132.05
1769731200,84825,84925,84825,84925,69,109.3
1769731500,84925,84930,84825,84870,72,107.9
1769731800,84865,84870,84700,84705,125,104.45
1769732100,84720,84730,84690,84725,81,106.6
1769732400,84730,84730,84585,84595,123,111.5
1769732700,84620,84620,84480,84560,97,113.1
1769733000,84540,84595,84415,84505,283,121.6
1769733300,84535,84605,84505,84520,60,121.3
1769733600,84530,84585,84510,84555,154,114.95
1769733900,84555,84670,84540,84620,361,119.45
1769734200,84595,84625,84305,84345,209,125.05
1769734500,84375,84410,84350,84350,105,124.4
1769734800,84325,84335,84135,84240,237,131.95
1769735100,84260,84350,84240,84270,119,129.1
1769735400,84315,84350,84250,84305,210,129.3
1769735700,84275,84355,84095,84150,189,135.65
1769736000,84180,84225,83675,84010,660,165.8
1769736300,84015,84110,83955,83965,338,180.05
1769736600,83960,84100,83815,83945,123,182.65
1769736900,83910,83910,82460,83110,1832,272.35
1769737200,83055,83240,81285,82200,5946,566.2
1769737500,82165,82500,81785,82190,1497,637.45
1769737800,82300,82735,82300,82695,665,664.45
1769738100,82685,82765,82525,82695,294,675.1
1769738400,82760,82765,82495,82555,334,685.65
1769738700,82515,82595,82275,82285,280,694.8
1769739000,82310,82450,82055,82070,654,713.35
1769739300,82150,82360,81855,81995,691,744.9
1769739600,82030,82035,81590,81675,739,774.15
1769739900,81665,81835,81300,81620,1381,825.15
1769740200,81630,81815,81335,81810,367,833.05
1769740500,81805,82115,81750,82040,423,848.95
1769740800,82030,82350,82030,82165,356,854.9
1769741100,82180,82305,82175,82190,95,853.7
1769741400,82215,82260,82065,82200,202,853.3
1769741700,82215,82370,82165,82345,455,866.6
1769742000,82365,82430,82225,82300,329,850.05
1769742300,82280,82435,82270,82375,254,845.85
1769742600,82390,82595,82390,82550,181,848.75
1769742900,82565,82595,82440,82545,200,767.15
1769743200,82545,82560,82400,82490,159,477.8
1769743500,82490,82560,82430,82530,95,407.7
1769743800,82560,82665,82560,82615,134,381.15
1769744100,82635,82700,82605,82695,133,373.1
1769744400,82695,82700,82615,82630,130,362.9
1769744700,82645,82725,82610,82675,76,352.7
1769745000,82725,82805,82695,82800,116,325.8
1769745300,82800,82905,82785,82860,275,305
1769745600,82870,83040,82850,82995,165,276.3
1769745900,82995,83070,82980,83035,160,215.25
1769746200,83045,83205,83020,83205,379,215.85
1769746500,83210,83340,83105,83320,147,202.05
1769746800,83395,83505,83275,83290,185,193.5
1769747100,83295,83295,83150,83215,99,193.7
1769747400,83210,83335,83155,83320,78,187.5
1769747700,83330,83365,83060,83080,86,169.05
1769748000,83085,83145,83050,83075,116,158.4
1769748300,83085,83155,83085,83155,75,149.45
1769748600,83115,83195,83080,83195,72,144
1769748900,83165,83180,83060,83125,91,138.55
1769749200,83115,83195,83065,83155,50,133.1
1769749500,83105,83265,83105,83215,64,131.55
1769749800,83180,83200,83075,83155,38,126.75
1769750100,83170,83235,83125,83140,74,123.8
1769750400,83180,83300,83180,83210,72,120.9
1769750700,83225,83505,83220,83465,196,126.9
1769751000,83475,83490,83405,83435,52,123.7
1769751300,83400,83425,83305,83335,34,111.65
1769751600,83290,83305,83270,83305,17,104.25
1769751900,83265,83275,83180,83230,39,98.2
1769752200,83205,83315,83170,83260,35,81
1769752500,83255,83270,83080,83080,57,76.5
1769752800,83105,83105,82970,83045,188,76.65
1769753100,83030,83060,82925,83055,129,78.15
1769753400,83025,83025,82940,82950,49,76.7
1769753700,82950,82970,82820,82830,60,75.4
1769754000,82820,82890,82730,82730,203,79.75
1769754300,82785,82785,82520,82540,264,89.2
1769754600,82530,82625,82495,82580,105,90.85
1769754900,82570,82610,82415,82480,232,97.9
1769755200,82455,82460,82295,82295,109,100.85
1769755500,82285,82525,82175,82515,266,110.95
1769755800,82540,82780,82540,82780,126,115.35
1769756100,82805,82825,82595,82730,225,122.9
1769756400,82740,82845,82740,82795,92,123.9
1769756700,82810,82920,82745,82905,79,118.05
1769757000,82900,83245,82885,83100,560,143.45
1769757300,83085,83175,82990,83060,124,147.95
1769757600,82975,82985,82900,82935,61,150.15
1769757900,82920,82920,82780,82800,74,151.9
1769758200,82725,82855,82605,82840,150,157.65
1769758500,82815,82855,82660,82675,184,164
1769758800,82710,82730,82580,82660,80,158.6
1769759100,82665,82800,82665,82800,112,157.75
1769759400,82815,83010,82815,82970,132,161.9
1769759700,82965,83045,82890,82905,156,166.7
1769760000,82890,82910,82700,82880,135,163.3
1769760300,82895,82895,82755,82815,179,159.05
1769760600,82805,83015,82805,82985,85,158.05
1769760900,83010,83105,82880,83005,89,150.9
1769761200,82985,83065,82905,82950,21,146.5
1769761500,82955,82985,82800,82800,106,138.5
1769761800,82785,82810,82595,82600,450,154.7
1769762100,82630,82715,82525,82660,108,148.85
1769762400,82650,82685,82585,82685,55,147
1769762700,82705,82820,82665,82815,134,149.75
1769763000,82770,82800,82600,82775,120,127.75
1769763300,82775,82835,82710,82820,145,128.8
1769763600,82850,83000,82835,82900,134,132.45
1769763900,82910,82975,82830,82830,62,131.85
1769764200,82850,82850,82715,82760,56,127.15
1769764500,82760,82780,82605,82715,239,129.9
1769764800,82715,82765,82640,82645,52,128.5
1769765100,82650,82650,82385,82545,470,146.4
1769765400,82580,82705,82565,82675,69,143.25
1769765700,82685,82755,82635,82680,101,140.5
1769766000,82665,82800,82605,82605,35,135.5
1769766300,82600,82600,82405,82415,86,130.85
1769766600,82410,82575,82295,82505,237,138.45
1769766900,82505,82590,82455,82520,90,138.5
1769767200,82510,82570,82450,82450,74,141.15
1769767500,82450,82480,82355,82405,45,138.1
1769767800,82365,82505,82320,82470,125,121.85
1769768100,82485,82540,82390,82525,129,122.9
1769768400,82520,82685,82520,82665,66,123.45
1769768700,82695,82775,82635,82675,55,119.5
1769769000,82725,82760,82690,82735,73,117.15
1769769300,82770,82810,82665,82700,52,112.5
1769769600,82745,82745,82695,82740,38,107.7
1769769900,82740,82895,82740,82895,41,106.65
1769770200,82895,83075,82880,83005,260,116.85
1769770500,83005,83015,82910,83005,94,109.6
1769770800,83010,83010,82950,82990,321,123.05
1769771100,83015,83040,82915,82915,117,105.4
1769771400,82925,83055,82925,83055,62,105.05
1769771700,83060,83120,82985,82985,145,107.25
1769772000,82965,83025,82905,83025,28,106.9
1769772300,83015,83015,82865,82915,59,105.55
1769772600,82920,83025,82890,82985,161,101.75
1769772900,83005,83025,82900,82975,105,102.5
1769773200,83015,83160,82990,83005,147,106.15
1769773500,82980,83015,82850,82855,48,106.3
1769773800,82895,83425,82895,83420,244,112.25
1769774100,83415,83475,83275,83330,207,116.15
1769774400,83330,83500,83315,83440,307,128.2
1769774700,83405,83435,83200,83210,206,135.75
1769775000,83200,83245,83100,83120,71,135.65
1769775300,83115,83150,83050,83050,102,138.15
1769775600,83070,83075,82840,82890,115,142
1769775900,82950,82950,82820,82920,121,146
1769776200,82910,82980,82845,82875,126,139.3
1769776500,82850,83025,82850,83010,110,140.1
1769776800,82975,83060,82890,82890,222,135.15
1769777100,82915,83040,82875,83030,125,135.55
1769777400,83030,83095,82890,82910,72,136.05
1769777700,82930,82980,82880,82945,76,132.6
1769778000,82940,83030,82790,82815,380,150.2
1769778300,82845,82860,82690,82860,136,154.05
1769778600,82840,83015,82830,82900,92,150.6
1769778900,82890,82990,82835,82945,83,149.5
1769779200,82915,82940,82880,82890,137,149
1769779500,82850,82930,82800,82930,173,155.25
1769779800,82945,83025,82605,83025,738,179.95
1769780100,83050,83250,82910,82925,236,181.4
1769780400,82995,83160,82960,83125,126,172.35
1769780700,83095,83105,82875,82880,154,169.75
1769781000,82895,82955,82800,82920,294,180.9
1769781300,82935,82945,82850,82905,194,185.5
1769781600,82900,83080,82895,83080,209,190.2
1769781900,83105,83185,83045,83070,92,188.75
1769782200,83105,83295,83105,83150,531,209
1769782500,83145,83215,83125,83175,72,207.1
1769782800,83190,83305,83115,83210,306,211.3
1769783100,83215,83225,83100,83165,162,213.15
1769783400,83170,83525,82945,83345,828,250.95
1769783700,83330,83705,83265,83685,618,278.05
1769784000,83650,83870,83450,83850,640,291.05
1769784300,83880,84010,83545,83685,927,330.6
1769784600,83695,83840,83100,83290,995,375.75
1769784900,83285,83460,83070,83295,849,414.05
1769785200,83285,83545,83185,83465,535,433.95
1769785500,83460,83810,83450,83735,459,448.25
1769785800,83735,83835,83380,83505,432,432.95
1769786100,83485,83770,83365,83415,393,440.8
1769786400,83385,83515,83135,83270,468,457.9
1769786700,83250,83265,82765,82790,903,495.35
1769787000,82820,83060,82535,83030,1140,537.65
1769787300,83080,83435,83055,83415,864,571.15
1769787600,83380,83595,83365,83495,564,588.9
1769787900,83455,83485,83205,83240,449,606.75
1769788200,83230,83350,83115,83215,304,595.4
1769788500,83225,83300,83020,83040,303,606.95
1769788800,83040,83195,82900,82920,343,608.8
1769789100,82905,83380,82880,83240,398,620.6
1769789400,83185,83330,83000,83270,219,590.15
1769789700,83265,83325,83005,83235,246,571.55
1769790000,83200,83240,82815,82820,479,563.5
1769790300,82820,83425,82715,83330,757,555
1769790600,83330,83545,83225,83260,260,518.25
1769790900,83265,83710,83245,83455,413,496.45
1769791200,83500,83685,83500,83570,234,481.4
1769791500,83590,83590,83310,83325,401,478.5
1769791800,83345,83430,83210,83340,295,471.65
1769792100,83285,83400,83220,83345,293,466.65
1769792400,83340,83350,82895,82895,899,488.2
1769792700,82885,83010,82775,82990,388,462.45
1769793000,82955,83150,82895,82900,521,431.5
1769793300,82885,83155,82785,83145,324,404.5
1769793600,83225,83525,83190,83490,474,400
1769793900,83490,83705,83440,83610,776,416.35
1769794200,83565,83565,83120,83165,501,426.2
1769794500,83165,83495,83025,83210,452,433.65
1769794800,83210,83390,83160,83355,176,425.3
1769795100,83360,83425,83275,83395,202,415.5
1769795400,83375,83395,83160,83175,344,421.75
1769795700,83170,83300,83095,83115,177,418.3
1769796000,83120,83390,83100,83335,182,403.45
1769796300,83360,83425,83055,83095,326,381.9
1769796600,83085,83095,82910,83025,447,391.25
1769796900,83010,83050,82350,82405,737,407.45
1769797200,82380,82400,82080,82240,1335,462.5
1769797500,82220,82710,82220,82675,621,473.5
1769797800,82690,82875,82365,82470,425,480
1769798100,82500,82680,82500,82640,461,488.4
1769798400,82660,83340,82575,83305,609,473.9
1769798700,83355,83920,83240,83760,1145,511.75
1769799000,83750,84140,83590,84120,1240,547.7
1769799300,84145,84440,83990,84150,1222,592.6
1769799600,84135,84605,84120,84485,862,612
1769799900,84485,84605,84245,84290,607,603.55
1769800200,84280,84445,84175,84420,357,596.35
1769800500,84380,84680,84325,84640,346,591.05
1769800800,84590,84785,84555,84660,487,606.6
1769801100,84660,84765,84525,84525,401,616.55
1769801400,84490,84800,84390,84775,505,624.6
1769801700,84765,84845,84530,84585,250,628.25
1769802000,84595,84610,84350,84480,347,636.5
1769802300,84465,84590,84355,84580,149,627.65
1769802600,84545,84895,84545,84715,308,620.7
1769802900,84725,84815,84415,84450,421,604.9
1769803200,84435,84475,84270,84270,433,559.8
1769803500,84250,84250,83890,84045,666,562.05
1769803800,84055,84120,83945,84045,198,550.7
1769804100,84095,84185,84005,84055,192,537.25
1769804400,84070,84165,83720,84090,654,539.5
1769804700,84155,84405,84015,84180,630,513.75
1769805000,84140,84440,84090,84345,282,465.85
1769805300,84320,84510,83750,83960,458,427.65
1769805600,83970,84320,83850,84160,536,411.35
1769805900,84175,84310,84145,84220,286,395.3
1769806200,84210,84300,83905,84265,781,416.5
1769806500,84265,84315,83980,84115,1344,466.4
1769806800,84130,84240,84005,84060,602,472.15
1769807100,84090,84250,84015,84050,222,463.2
1769807400,84035,84285,84005,84255,172,446.55
1769807700,84275,84705,84275,84505,401,454.1
1769808000,84545,84725,84540,84585,221,447.8
1769808300,84620,84665,84425,84480,174,449.05
1769808600,84500,84620,84480,84600,128,440.05
1769808900,84620,84635,84265,84330,324,435.2
1769809200,84350,84465,84320,84445,73,417.2
1769809500,84465,84550,84350,84520,155,391.65
1769809800,84530,84600,84440,84570,68,385.15
1769810100,84560,84660,84515,84640,121,381.6
1769986800,77800,77800,76900,77425,1819,439.85
1769987100,77400,77425,76000,76260,3947,605.7
1769987400,76260,77140,75985,76910,1977,690.45
1769987700,76925,77100,76470,76525,1093,722.2
1769988000,76520,76950,76405,76880,635,727.15
1769988300,76880,77300,76880,77065,1000,762.85
1769988600,77065,77655,76960,77605,1153,781.45
1769988900,77600,77930,77475,77620,988,763.65
1769989200,77585,77680,77410,77640,446,755.85
1769989500,77630,77640,77210,77270,479,768.7
1769989800,77245,77470,77130,77270,284,774.3
1769990100,77315,77450,77185,77270,424,775.45
1769990400,77265,77400,76920,77135,593,794.05
1769990700,77180,77810,77145,77790,405,805.6
1769991000,77755,78090,77695,77860,462,822.3
1769991300,77850,78300,77825,78155,1004,856.3
1769991600,78175,78365,78095,78320,305,867.9
1769991900,78320,78425,78070,78240,548,887.55
1769992200,78225,78450,78065,78225,263,897.3
1769992500,78240,78500,78150,78150,326,907.55
1769992800,78180,78315,78120,78175,436,838.4
1769993100,78250,78290,78005,78085,281,655.1
1769993400,78115,78210,77995,78065,147,563.6
1769993700,78035,78035,77805,77950,530,535.45
1769994000,77935,78265,77790,78215,497,528.55
1769994300,78215,78215,77530,77600,487,502.9
1769994600,77580,77595,77100,77125,779,484.2
1769994900,77175,77710,76925,77515,702,469.9
1769995200,77595,77960,77490,77960,264,460.8
1769995500,77970,78225,77900,78050,279,450.8
1769995800,78015,78025,77675,77895,234,448.3
1769996100,77860,78095,77805,78020,188,436.5
1769996400,78015,78170,77960,78015,320,422.85
1769996700,78040,78040,77655,77810,205,412.85
1769997000,77820,78010,77785,77930,112,395.35
1769997300,77975,78000,77750,77765,131,351.7
1769997600,77775,77800,77605,77655,322,352.55
1769997900,77635,77710,77485,77535,294,339.85
1769998200,77450,77450,77235,77430,402,346.8
1769998500,77415,77800,77350,77435,404,350.7
1769998800,77470,77485,77250,77370,261,341.95
1769999100,77440,77540,77325,77325,244,340.1
1769999400,77375,77465,77130,77130,198,342.65
1769999700,77145,77290,76985,77275,371,334.7
1770000000,77285,77355,77195,77250,177,318.7
1770000300,77245,77255,76980,77165,229,305.8
1770000600,77185,77185,76875,76910,267,280.2
1770000900,76920,76955,76665,76715,605,275.35
1770001200,76745,76790,76560,76630,244,274.35
1770001500,76610,76735,76455,76685,294,275.1
1770001800,76680,76680,76070,76095,419,284.35
1770002100,76105,76140,75600,75845,1092,329.55
1770002400,75820,75920,75315,75625,1758,401.45
1770002700,75630,75710,75325,75390,841,433.25
1770003000,75385,75495,75010,75075,1145,484.9
1770003300,75110,75215,74805,74830,1103,533.5
1770003600,74810,75165,74785,74820,1480,591.4
1770003900,74800,76180,74785,76140,2350,694.2
1770004200,76155,76430,75750,76250,629,705.55
1770004500,76265,76730,76265,76505,775,724.1
1770004800,76520,76525,75930,75960,626,742.35
1770005100,75925,76125,75795,76125,284,744.35
1770005400,76125,76145,75510,75755,568,762.85
1770005700,75760,76265,75735,76265,346,761.6
1770006000,76275,76515,76125,76450,301,767.8
1770006300,76480,76730,76470,76700,317,772.2
1770006600,76740,76840,76470,76665,814,799.55
1770006900,76700,76725,76485,76525,85,773.55
1770007200,76565,76565,76400,76425,283,775.5
1770007500,76405,76405,76140,76160,138,767.7
1770007800,76130,76405,76130,76215,78,750.65
1770008100,76270,76285,76020,76120,141,703.1
1770008400,76120,76245,75955,76230,209,625.65
1770008700,76195,76195,75625,75770,443,605.75
1770009000,75760,75825,75665,75755,214,559.2
1770009300,75760,75760,75320,75530,778,542.95
1770009600,75515,75670,75370,75600,243,481.1
1770009900,75575,75650,75170,75290,417,384.45
1770010200,75370,75660,75275,75400,208,363.4
1770010500,75415,75525,75180,75460,141,331.7
1770010800,75445,75660,75375,75525,255,313.15
1770011100,75555,75660,75370,75520,261,312
1770011400,75570,75950,75520,75645,524,309.8
1770011700,75660,75865,75610,75765,297,307.35
1770012000,75740,75895,75435,75715,465,315.55
1770012300,75695,75905,75610,75865,221,310.75
1770012600,75870,75980,75705,75970,323,286.2
1770012900,75950,76330,75870,76310,570,310.45
1770013200,76335,76370,75965,75980,478,320.2
1770013500,75965,75965,75620,75935,416,334.1
1770013800,75920,76095,75600,75600,179,339.15
1770014100,75575,75600,75185,75395,725,368.35
1770014400,75410,77110,75410,76770,1929,454.35
1770014700,76825,76950,76335,76430,717,468.05
1770015000,76385,76700,76375,76605,245,469.6
1770015300,76575,76925,76500,76840,385,449.95
1770015600,76765,76925,76700,76920,190,447.3
1770015900,76865,77140,76635,77110,492,451.05
1770016200,77105,77110,76735,76835,498,465.55
1770016500,76830,76930,76615,76930,199,468.45
1770016800,76895,77010,76695,76780,156,463.5
1770017100,76750,76780,76700,76700,46,452.75
1770017400,76740,76900,76740,76825,102,431.65
1770017700,76810,77035,76715,76845,300,431.8
1770018000,76880,76980,76780,76805,123,414.7
1770018300,76855,77275,76855,77035,259,416.6
1770018600,77015,77120,76890,77080,258,413.35
1770018900,77070,77165,76885,76885,136,391.65
1770019200,76900,77170,76900,77110,105,373
1770019500,77120,77210,76975,77065,168,360.6
1770019800,77060,77260,77055,77180,158,359.55
1770020100,77150,77495,77130,77470,370,341.8
1770020400,77425,77430,77210,77295,229,256.8
1770020700,77295,77315,77015,77095,218,231.85
1770021000,77140,77265,76985,77075,145,226.85
1770021300,77005,77395,77005,77325,116,213.4
1770021600,77310,77310,77230,77245,146,211.2
1770021900,77250,77385,77125,77365,127,192.95
1770022200,77375,77445,77330,77390,284,182.25
1770022500,77345,77435,77190,77190,198,182.2
1770022800,77170,77275,76940,77275,402,194.5
1770023100,77260,77260,77040,77090,156,200
1770023400,77125,77145,77000,77055,121,200.95
1770023700,77015,77280,76995,77280,102,191.05
1770024000,77235,77430,77205,77415,93,189.55
1770024300,77365,77690,77340,77690,486,200.9
1770024600,77670,77825,77545,77555,289,202.45
1770024900,77650,78030,77615,77770,477,219.5
1770025200,77750,77790,77595,77740,359,232.2
1770025500,77750,78145,77745,78130,599,253.75
1770025800,78090,78135,77975,77975,289,260.3
1770026100,78030,78085,77935,78015,335,258.55
1770026400,78040,78110,77930,78015,172,255.7
1770026700,78050,78205,77975,77985,177,253.65
1770027000,78005,78110,77970,77970,146,253.7
1770027300,78000,78020,77855,77900,168,256.3
1770027600,77935,77935,77810,77825,170,257.5
1770027900,77845,77965,77845,77925,96,255.95
1770028200,77930,78160,77930,78105,138,248.65
1770028500,78015,78055,77850,77860,117,244.6
1770028800,77865,77960,77820,77950,99,229.45
1770029100,77945,77965,77805,77830,144,228.85
1770029400,77830,77935,77830,77895,124,229
1770029700,77885,77895,77810,77825,105,229.15
1770030000,77825,77905,77760,77835,153,232.15
1770030300,77825,78080,77825,77940,294,222.55
1770030600,77945,78100,77810,78055,125,214.35
1770030900,78055,78055,77900,78055,99,195.45
1770031200,78035,78040,77965,78010,155,185.25
1770031500,78010,78155,78000,78155,156,163.1
1770031800,78160,78220,78100,78190,274,162.35
1770032100,78190,78315,78175,78295,117,151.45
1770032400,78240,78285,78115,78180,89,147.3
1770032700,78175,78175,78085,78150,110,143.95
1770033000,78150,78295,78095,78225,83,140.8
1770033300,78245,78255,78000,78075,178,141.3
1770033600,78095,78285,78055,78260,320,148.8
1770033900,78250,78275,78140,78265,410,164.5
1770034200,78265,78310,78175,78305,161,165.65
1770034500,78285,78360,78210,78290,322,175.9
1770034800,78265,78490,78265,78470,205,181.2
